Years,CO2,CH4,NOx
2421,0.0,69.16196596,17.84755364
2422,0.0,69.16196596,17.84755364
2423,0.0,69.16196596,17.84755364
2424,0.0,69.16196596,17.84755364
2425,0.0,69.16196596,17.84755364
2426,0.0,69.16196596,17.84755364
2427,0.0,69.16196596,17.84755364
2428,0.0,69.16196596,17.84755364
2429,0.0,69.16196596,17.84755364
2430,0.0,69.16196596,17.84755364
2431,0.0,69.16196596,17.84755364
2432,0.0,69.16196596,17.84755364
2433,0.0,69.16196596,17.84755364
2434,0.0,69.16196596,17.84755364
2435,0.0,69.16196596,17.84755364
2436,0.0,69.16196596,17.84755364
2437,0.0,69.16196596,17.84755364
2438,0.0,69.16196596,17.84755364
2439,0.0,69.16196596,17.84755364
2440,0.0,69.16196596,17.84755364
2441,0.0,69.16196596,17.84755364
2442,0.0,69.16196596,17.84755364
2443,0.0,69.16196596,17.84755364
2444,0.0,69.16196596,17.84755364
2445,0.0,69.16196596,17.84755364
2446,0.0,69.16196596,17.84755364
2447,0.0,69.16196596,17.84755364
2448,0.0,69.16196596,17.84755364
2449,0.0,69.16196596,17.84755364
2450,0.0,69.16196596,17.84755364
2451,0.0,69.16196596,17.84755364
2452,0.0,69.16196596,17.84755364
2453,0.0,69.16196596,17.84755364
2454,0.0,69.16196596,17.84755364
2455,0.0,69.16196596,17.84755364
2456,0.0,69.16196596,17.84755364
2457,0.0,69.16196596,17.84755364
2458,0.0,69.16196596,17.84755364
2459,0.0,69.16196596,17.84755364
2460,0.0,69.16196596,17.84755364
2461,0.0,69.16196596,17.84755364
2462,0.0,69.16196596,17.84755364
2463,0.0,69.16196596,17.84755364
2464,0.0,69.16196596,17.84755364
2465,0.0,69.16196596,17.84755364
2466,0.0,69.16196596,17.84755364
2467,0.0,69.16196596,17.84755364
2468,0.0,69.16196596,17.84755364
2469,0.0,69.16196596,17.84755364
2470,0.0,69.16196596,17.84755364
2471,0.0,69.16196596,17.84755364
2472,0.0,69.16196596,17.84755364
2473,0.0,69.16196596,17.84755364
2474,0.0,69.16196596,17.84755364
2475,0.0,69.16196596,17.84755364
2476,0.0,69.16196596,17.84755364
2477,0.0,69.16196596,17.84755364
2478,0.0,69.16196596,17.84755364
2479,0.0,69.16196596,17.84755364
2480,0.0,69.16196596,17.84755364
2481,0.0,69.16196596,17.84755364
2482,0.0,69.16196596,17.84755364
2483,0.0,69.16196596,17.84755364
2484,0.0,69.16196596,17.84755364
2485,0.0,69.16196596,17.84755364
2486,0.0,69.16196596,17.84755364
2487,0.0,69.16196596,17.84755364
2488,0.0,69.16196596,17.84755364
2489,0.0,69.16196596,17.84755364
2490,0.0,69.16196596,17.84755364
2491,0.0,69.16196596,17.84755364
2492,0.0,69.16196596,17.84755364
2493,0.0,69.16196596,17.84755364
2494,0.0,69.16196596,17.84755364
2495,0.0,69.16196596,17.84755364
2496,0.0,69.16196596,17.84755364
2497,0.0,69.16196596,17.84755364
2498,0.0,69.16196596,17.84755364
2499,0.0,69.16196596,17.84755364
2500,0.0,69.16196596,17.84755364
